Age_client,Age_car,Driver2,Payment_annual,Client_seniority
52,10,0,1,6.9021218344
53,12,0,1,5.8042436687
50,0,0,1,16.585900068
85,9,0,1,6.3846680356
81,0,0,1,21.894592745
77,0,0,1,16.008213552
75,6,0,1,7.9589322382
79,10,0,1,9.4483230664
78,0,0,1,16.41615332
64,10,1,0,6.4859685147
67,8,0,1,6.6310746064
68,5,0,1,11.482546201
65,19,0,1,5.1608487337
65,13,0,1,8.1697467488
65,12,0,1,6.2450376454
64,11,0,1,44.514715948
64,13,0,1,10.598220397
62,7,0,1,5.6399726215
58,11,0,1,11.288158795
56,10,0,1,5.4236824093
53,5,1,0,6.9568788501
58,0,0,1,14.874743326
56,11,0,1,7.4223134839
57,2,0,1,6.1136208077
52,8,0,1,6.250513347
47,0,0,0,15.370294319
48,13,0,1,7.2607802875
46,0,0,1,17.648186174
46,0,0,1,18.603696099
40,10,0,1,8.0136892539
46,10,0,1,8.2381930185
79,0,0,1,12.706365503
69,0,0,1,11.79192334
39,8,0,1,5.0047912389
69,17,1,1,14.970568104
75,0,1,1,23.553730322
75,14,0,1,7.1293634497
85,16,0,1,5.8370978782
70,5,0,1,7.6030116359
59,9,0,0,8.2272416153
54,9,0,1,10.277891855
53,8,0,1,18.184804928
55,18,1,1,15.334702259
53,7,0,1,9.6235455168
50,9,0,1,9.7905544148
49,11,0,1,9.273100616
46,7,0,1,5.4729637235
49,13,0,1,8.1834360027
40,0,0,0,9.9876796715
42,5,0,1,6.2203969884
44,14,0,1,8.3750855578
33,11,0,0,7.9671457906
43,11,0,1,10.67761807
53,19,0,1,6.379192334
52,0,0,1,12.372347707
47,7,0,1,9.8343600274
49,11,0,1,8.5557837098
52,11,0,0,8.1615331964
48,4,0,1,6.0725530459
47,8,0,1,7.9069130732
47,5,0,1,7.6878850103
51,4,0,1,21.040383299
43,0,0,1,11.047227926
47,1,0,1,6.3244353183
42,6,0,1,5.4893908282
38,0,0,1,9.4565366188
38,7,0,1,6.0424366872
40,3,0,1,5.2594113621
38,3,0,1,5.4702258727
70,2,0,1,5.6399726215
45,0,0,1,9.2840520192
47,15,0,1,5.6481861739
50,11,0,1,6.0369609856
45,11,0,0,10.05065024
79,15,1,1,5.7002053388
76,3,0,1,19.030800821
77,11,0,1,6.7953456537
75,7,0,1,6.0369609856
74,3,0,1,5.9110198494
75,9,0,1,8.0492813142
73,17,1,1,6.3326488706
75,0,1,1,18.19028063
70,6,0,1,7.5099247091
72,10,0,1,9.0814510609
65,8,1,1,17.25119781
65,0,0,1,16.260095825
63,4,0,1,7.5345653662
67,18,0,1,7.6057494867
68,11,0,1,7.6851471595
67,19,0,1,6.1683778234
62,2,0,1,15.712525667
63,12,0,1,20.714579055
60,0,0,1,29.98220397
59,8,1,1,15.449691992
63,26,0,1,7.2635181383
63,0,0,1,13.01026694
62,9,0,1,8.0465434634
54,0,0,1,11.802874743
57,16,0,1,7.3648186174
57,14,1,1,19.02532512
58,9,0,1,6.6283367556
59,8,0,1,5.9219712526
54,14,0,1,6.3381245722
50,5,1,1,8.1423682409
54,10,0,0,20.446269678
55,12,0,1,34.406570842
52,6,0,1,17.073237509
51,15,0,1,15.011635866
51,7,0,1,6.2833675565
51,0,0,1,15.537303217
48,16,0,0,14.447638604
45,6,0,1,7.0965092402
48,0,0,1,10.29431896
46,10,0,1,20.219028063
40,12,0,1,7.6741957563
43,13,0,1,11.630390144
38,4,0,0,7.3292265572
35,0,0,1,7.5290896646
38,13,0,1,7.5865845311
39,12,0,1,7.0828199863
40,3,0,1,5.0759753593
45,9,0,1,7.3237508556
85,0,0,1,20.991101985
84,11,0,0,9.7522245038
78,0,0,1,9.6837782341
79,9,0,1,6.5626283368
80,13,0,1,8.2436687201
79,11,0,1,5.826146475
85,26,0,1,6.2067077344
76,0,0,1,15.197809719
79,6,1,1,6.2258726899
75,12,0,1,6.3709787817
80,0,0,1,16.958247775
75,5,0,1,6.2012320329
76,10,0,1,14.338124572
72,8,1,0,6.8199863107
72,7,0,1,6.6913073238
74,9,0,1,6.5434633812
72,9,0,0,7.06091718
82,18,0,0,5.9520876112
73,13,0,1,22.683093771
73,15,0,1,13.185489391
68,12,0,1,5.5030800821
71,13,0,0,5.0841889117
71,12,0,1,5.8234086242
68,13,0,1,17.744010951
80,22,0,1,7.4524298426
65,21,0,1,6.5023956194
69,11,0,1,6.1930184805
70,14,0,1,7.523613963
63,11,0,0,7.9917864476
68,21,0,1,5.7029431896
62,0,0,1,10.940451745
66,9,1,1,8.0082135524
62,13,0,1,7.9069130732
64,6,0,1,6.160164271
63,15,0,0,6.5489390828
65,14,0,1,11.1321013
59,0,0,0,14.565366188
62,8,0,0,6.3134839151
62,8,0,1,5.7713894593
65,10,0,1,8.2026009582
60,5,0,1,7.819301848
63,9,0,1,8.5420944559
60,13,0,1,7.8412046543
63,2,1,1,5.6536618754
58,19,0,1,5.3388090349
59,8,0,1,6.841889117
61,0,0,1,8.4736481862
59,0,0,1,9.4455852156
59,1,0,1,5.4127310062
57,11,0,1,7.8603696099
54,4,0,0,7.0527036277
59,7,0,1,6.1464750171
58,12,0,1,6.3709787817
59,19,0,1,6.4394250513
53,16,0,1,7.5865845311
59,13,1,1,6.2313483915
60,9,0,1,5.8973305955
57,13,1,1,9.6098562628
55,5,0,1,5.1362080767
54,8,0,1,8.0930869268
56,15,0,1,5.4811772758
55,0,0,1,17.516769336
54,17,1,1,5.4866529774
51,9,0,0,6.3572895277
67,12,0,1,9.6098562628
51,15,1,0,7.4688569473
55,11,0,1,6.1683778234
48,14,0,1,7.1375770021
45,8,0,1,6.5845311431
52,11,0,1,5.8042436687
47,3,0,0,6.5544147844
47,5,0,1,6.803559206
51,13,0,0,5.28678987
47,10,0,1,5.5030800821
48,0,0,1,12.93908282
49,9,1,1,9.4291581109
48,7,0,1,7.0116358658
45,9,0,1,5.7960301164
45,13,0,1,7.8138261465
45,5,0,0,5.5852156057
44,13,0,1,15.553730322
46,6,0,1,6.9897330595
41,4,0,1,6.4558521561
48,18,0,1,5.4620123203
43,2,0,0,7.6632443532
41,4,0,1,5.8343600274
41,0,0,0,15.917864476
40,5,0,1,5.9110198494
38,9,0,0,8.0273785079
42,6,0,1,6.1656399726
37,11,0,0,13.196440794
33,18,0,1,5.7330595483
37,19,0,1,5.7166324435
35,9,0,0,7.5920602327
38,9,0,1,16.851471595
79,10,0,1,6.4120465435
54,0,0,1,13.388090349
78,10,0,0,8.4353182752
78,15,0,1,8.514715948
72,0,0,1,13.248459959
71,0,0,1,13.535934292
72,11,0,0,17.979466119
67,4,0,0,5.5249828884
73,11,0,0,6.2778918549
66,9,0,0,11.197809719
64,2,0,1,5.826146475
63,0,0,1,11.926078029
67,7,0,1,20.396988364
64,9,0,1,11.093771389
64,0,0,1,16.854209446
65,0,0,1,11.764544832
59,3,1,0,6.984257358
64,2,0,1,8.7364818617
74,10,0,1,7.9890485969
65,0,0,1,12.386036961
59,0,0,1,16.93908282
63,11,0,1,9.273100616
59,9,0,0,7.7782340862
57,13,0,0,8.4709103354
61,0,0,0,17.234770705
66,2,0,1,6.6694045175
57,14,0,1,9.0184804928
56,13,0,1,5.4182067077
57,11,0,0,6.6721423682
57,7,0,1,7.099247091
56,6,0,1,9.273100616
56,8,0,1,36.991101985
61,0,0,1,12.043805613
63,12,1,1,7.2635181383
53,0,1,1,21.659137577
58,11,0,0,20.265571526
51,9,0,0,11.214236824
56,13,0,0,10.042436687
58,14,0,0,11.307323751
54,0,1,0,8.8788501027
57,13,0,1,6.0041067762
53,5,0,1,6.4914442163
56,6,1,1,6.1546885695
49,13,0,0,7.7700205339
51,2,1,0,15.159479808
49,0,0,0,14.171115674
47,13,0,0,7.1403148527999996
51,11,0,1,6.12183436
48,7,0,0,6.9377138946
49,11,0,1,6.1409993155
50,11,1,0,10.0862423
45,17,1,1,7.4195756331
49,13,0,0,7.1567419576
81,8,1,0,16.262833676
85,15,0,1,5.9739904175
79,0,0,0,15.698836413
76,0,0,1,20.769336071
79,0,0,0,9.9986310746
76,10,0,1,7.4387405886
81,14,0,1,9.0787132101
73,14,0,1,6.9897330595
76,14,0,0,6.4449007529
73,15,0,1,7.4031485284
79,20,0,1,5.6728268309
84,15,0,1,6.5544147844
74,0,0,0,12.859685147
75,15,0,1,5.8343600274
77,14,1,1,11.091033539
72,0,0,0,10.614647502
72,10,0,1,7.5728952772
76,14,0,0,8.257357974
74,0,0,1,13.533196441
74,0,0,0,21.431895962
73,18,0,1,10.223134839
74,7,0,1,6.726899384
42,8,0,0,5.0020533881
74,12,0,1,18.611909651
47,16,0,1,6.3682409309
72,0,0,0,8.681724846
73,0,0,0,16.323066393
77,16,0,1,6.3737166324
66,12,0,1,7.9972621492
73,9,0,1,6.302532512
58,0,0,0,13.284052019
72,16,0,1,6.7296372348
73,13,0,1,11.561943874
69,8,0,1,17.097878166
66,8,0,0,11.288158795
65,8,0,1,7.819301848
67,5,0,1,6.4010951403
69,12,0,1,11.846680356
70,24,0,1,9.9274469541
66,8,1,0,6.8884325804
70,10,0,1,8.7748117728
66,9,0,1,11.726214921
65,0,0,1,12.665297741
68,13,0,1,5.6235455168
63,8,0,1,9.8124572211
67,7,0,0,6.0533880903
72,7,0,1,5.582477755
62,3,0,0,5.6125941136
65,0,0,1,15.351129363
62,12,0,0,7.2334017796
61,11,0,1,10.978781656
60,4,0,1,7.5537303217
63,5,0,0,8.090349076
59,6,0,1,6.5845311431
60,4,0,1,5.5879534565
64,14,0,0,6.1163586585
62,0,0,1,17.467488022
60,10,0,1,6.006844627
58,8,0,1,5.8343600274
59,12,1,0,7.4551676934
62,17,0,1,6.5763175907
60,8,0,1,10.006844627
59,5,1,0,8.180698152
58,16,1,0,8.1451060917
58,11,1,1,8.2464065708
60,0,0,1,17.415468857
64,3,0,1,8.0465434634
55,6,0,1,6.3353867214
55,7,0,0,6.5051334702
72,14,0,1,5.9000684463
72,0,0,1,13.289527721
71,7,0,1,6.0342231348
66,11,0,1,5.4976043806
71,0,0,1,18.869267625
75,0,0,1,11.1321013
47,15,0,1,6.5516769336
66,4,0,1,8.4298425736
71,0,0,1,25.935660507
18,6,0,1,9.3744010951
68,2,0,1,5.2128678987
66,6,0,1,8.2819986311
69,11,0,1,5.7522245038
72,13,0,1,9.2648870637
67,0,0,1,9.234770705
70,16,0,1,6.1793292266
62,13,1,1,6.0205338809
81,9,0,1,15.737166324
80,13,0,1,10.650239562
75,4,0,1,8.2491444216
85,2,1,1,5.659137577
81,0,0,0,10.830937714
82,0,0,1,10.154688569
81,0,0,1,17.423682409
79,9,0,1,7.3593429158
73,10,0,1,6.1629021218
83,0,1,1,17.574264203
82,10,0,1,5.6454483231
85,0,0,1,20.205338809
70,12,0,1,7.4305270363
71,14,0,0,6.7022587269
74,0,0,1,20.547570157
72,8,0,0,8.5612594114
74,6,0,0,7.627652293
77,0,0,0,18.603696099
78,8,0,0,6.1875427789
75,7,0,0,6.9048596851
74,15,0,1,6.8364134155
72,8,0,1,5.3716632444
70,7,0,1,8.0958247775
73,15,0,0,8.8925393566
73,6,0,1,6.4558521561
73,0,0,1,12.6954141
71,9,0,1,7.7453798768
76,0,0,1,13.075975359
68,4,0,1,5.8891170431
69,12,0,1,5.6892539357
70,9,0,1,7.2635181383
64,7,0,1,6.3162217659
63,0,0,1,20.936344969
67,18,0,1,5.0841889117
63,0,0,1,15.854893908
60,0,0,1,15.145790554
62,0,0,0,8.5229295003
61,11,1,1,10.283367556
55,10,1,1,10.945927447
58,6,1,1,7.7015742642
61,9,0,1,8.0109514031
61,9,0,0,8.0848733744
53,12,0,0,6.9158110883
52,17,1,1,6.12183436
57,0,0,0,18.171115674
53,23,0,1,7.6358658453
51,13,0,1,6.0396988364
52,10,0,0,10.272416153
56,11,0,1,6.1957563313
53,4,0,1,7.8247775496
46,0,0,1,13.029431896
73,0,0,1,9.2183436003
65,0,0,1,21.544147844
61,9,0,1,18.108145106
57,17,1,0,6.5817932923
54,0,0,0,9.8288843258
56,6,0,0,7.2854209446
55,6,0,1,6.5626283368
57,8,0,1,7.1266255989
53,8,0,0,6.71321013
49,6,1,0,5.5195071869
53,17,0,1,7.6824093087
45,10,0,1,6.1984941821
47,16,1,1,5.7084188912
48,9,0,1,6.6146475017
33,6,0,0,6.8145106092
44,17,0,0,7.394934976
49,15,0,0,16.980150582
43,14,0,1,5.7823408624
42,5,1,0,6.0123203285
84,0,0,1,22.332648871
64,9,0,1,6.4147843943
77,16,0,1,14.176591376
67,11,0,1,32.73100616
62,7,0,0,6.0643394935
58,3,0,1,17.697467488
54,1,0,1,6.4038329911
51,4,1,1,6.2477754962
47,0,0,1,17.618069815
52,9,0,1,7.4250513347
44,5,0,0,7.9315537303
44,11,0,1,7.2881587953
34,8,0,1,10.422997947
40,12,0,1,6.4832306639
35,6,0,0,10.81724846
36,17,1,0,15.446954141
57,12,0,0,5.7522245038
84,21,0,1,6.1930184805
77,0,0,1,19.028062971
72,16,0,1,9.0458590007
45,9,0,0,6.9924709103
84,0,0,1,16.796714579
43,11,0,1,8.9938398357
38,9,0,0,6.5708418891000004
62,7,0,0,9.3607118412
41,10,0,0,8.5475701574
40,3,0,0,5.1718001369
43,15,0,0,7.65229295
38,9,0,1,5.6810403833
45,11,1,1,7.5455167693
43,19,0,1,5.659137577
39,5,0,1,8.2245037645
42,6,0,1,5.106091718
35,9,1,1,9.1115674196
33,4,1,1,7.8740588638
33,5,0,1,7.9698836413
30,11,0,1,7.5783709788
85,0,0,1,15.813826146
76,0,0,0,16.947296372
82,24,0,1,5.6125941136
78,8,0,0,7.9342915811
75,3,0,0,5.158110883
80,13,0,1,10.510609172
78,7,0,1,6.3326488706
69,9,0,1,7.3648186174
78,16,0,0,6.0807665982
83,13,0,0,6.0041067762
78,8,0,0,8
78,0,0,1,8.6023271732
23,10,0,1,5.916495551
76,25,0,1,11.638603696
76,0,0,1,12.205338809
73,10,0,1,6.0150581793
74,0,0,1,10.269678303
75,0,0,1,13.823408624
71,11,0,1,6.0725530459
72,26,0,1,6.6502395619
68,11,0,1,6.0013689254000004
75,12,0,1,5.735797399
39,25,0,1,5.5906913073
72,14,0,1,8.0082135524
64,13,0,1,5.5030800821
70,0,0,0,10.948665298
70,6,0,1,22.354551677
68,14,0,1,7.3620807666
63,9,0,1,10.12183436
61,0,0,1,13.338809035
68,21,0,1,6.6584531143
65,11,0,1,7.2689938398
63,14,0,1,7.3648186174
64,21,0,1,7.9397672827
64,0,0,1,13.46201232
62,16,0,1,7.65229295
60,12,0,1,8.0492813142
62,13,0,1,11.386721424
57,16,0,1,5.4976043806
57,0,0,1,10.778918549
60,9,1,0,6.2861054073
61,0,0,1,12.580424367000001
60,17,0,1,6.3627652293
57,9,1,1,5.3278576318
54,0,0,0,13.122518823
54,8,0,0,8.514715948
57,0,0,1,12.186173854
53,12,0,0,7.3593429158
57,11,0,1,6.0260095825
52,0,0,1,15.79192334
52,9,0,0,7.2334017796
48,3,0,1,6.0260095825
55,14,1,1,6.083504449
47,8,0,1,7.4277891855
52,9,0,1,7.5290896646
45,12,0,0,10.354551677
46,6,0,1,5.5140314853
46,14,0,0,6.7898699521
40,13,1,1,7.3785078713
31,12,0,1,7.523613963
81,0,0,1,16.177960301
79,8,0,1,15.739904175
77,5,0,1,5.9055441478
85,16,0,1,6.1574264203
75,6,0,1,6.674880219
74,0,0,1,12.041067762
76,6,0,1,22.893908282
84,18,0,1,7.9425051335
81,0,0,1,12.804928131
77,10,0,1,7.1019849418
77,0,0,1,20.837782341
76,0,0,1,12.369609856
74,8,0,0,6.6584531143
75,0,0,1,16.709103354
74,0,0,1,30.965092402
73,0,0,1,19.296372348
71,10,0,1,17.522245038
73,9,0,1,7.8548939083
67,0,0,1,19.82477755
74,19,0,1,6.5735797399
71,0,0,0,16.41889117
60,0,0,0,13.418206708
61,0,0,0,11.937029432
63,14,0,0,6.212183436
63,0,0,1,16.076659822
64,8,0,1,11.022587269
61,5,0,0,20.616016427
62,5,0,0,5.8891170431
57,7,0,0,6.1629021218
61,11,0,0,7.7535934292
54,16,1,0,17.505817933
57,0,0,1,15.904175222
60,5,0,1,6.8199863107
53,0,0,1,13.382614648
58,18,0,0,7.8083504449
57,11,1,0,9.3935660507
57,2,0,1,6.3600273785
54,10,1,1,8.0876112252
56,0,0,0,16.134154689
56,0,0,1,12.339493498
51,21,0,1,6.5434633812
52,10,0,1,9.9466119097
52,0,0,1,16.709103354
47,5,1,0,7.9206023272
51,10,0,0,9.0047912389
52,15,1,1,7.5099247091
47,10,0,1,16.859685147
50,0,0,1,16.142368241
51,9,0,0,7.8767967146
50,4,0,0,7.5345653662
48,2,0,0,8.9664613279
47,13,0,1,5.1663244353
43,9,0,0,15.148528405
43,12,0,0,10.715947981
46,0,0,0,16.950034223
41,9,0,0,7.7481177276
40,14,0,1,5.5222450376
41,13,0,0,11.09650924
39,11,0,0,7.4661190965
38,0,0,0,17.631759069
51,10,0,1,6.4284736482
33,9,0,1,10.655715264
33,4,0,1,7.5509924709
32,11,0,0,7.8767967146
81,15,0,1,8.1122518823
77,0,0,1,16.859685147
84,22,0,1,6.6201232033
85,9,1,0,8.1560574949
83,0,0,1,13.095140315
78,8,0,1,5.5633127995
80,11,0,0,16.714579055
18,9,0,1,6.8966461328
81,9,0,1,10.236824093
76,0,0,0,16.637919233
79,0,0,1,28.544832307
78,12,0,0,6.1492128679
79,5,0,1,14.625598905
79,0,0,1,21.664613279
72,5,0,1,19.277207392
83,0,0,1,12.424366872
79,13,0,0,14.850102669
76,6,0,1,11.438740589
72,8,0,1,10.176591376
85,0,0,1,14.455852156
76,13,0,1,16.07118412
78,4,0,1,5.9986310746
71,7,0,1,9.7440109514
74,4,0,1,9.2429842574
70,0,0,1,16.859685147
72,11,0,1,7.0828199863
73,8,0,0,15.008898015
74,9,0,0,6.4558521561
74,18,0,1,9.054072553
70,0,0,1,19.854893908
72,8,0,1,17.629021218
72,12,0,0,8.5722108145
75,0,0,1,13.338809035
70,13,0,1,6.12183436
66,0,0,0,13.029431896
69,13,0,1,16.449007529
67,15,0,0,8.3997262149
67,0,0,1,10.464065708
70,10,0,1,8.2464065708
65,0,0,1,10.370978782
67,11,0,1,5.8535249829
64,11,0,0,8.1095140315
64,6,1,1,7.279945243
64,0,0,1,11.635865845
67,15,0,0,13.075975359
64,9,0,1,11.154004107
85,18,0,1,6.9075975359
65,0,0,1,10.36550308
66,9,1,1,7.0882956879
65,14,0,1,5.2703627652
65,9,0,0,7.2251882272
62,4,0,1,7.4168377823
60,8,0,1,6.173853525
61,10,0,0,8.167008898
64,11,0,1,7.4442162902
61,0,0,1,18.420260096
63,9,1,0,6.2696783025
62,11,0,1,5.5414099932
59,7,0,1,8.372347707
57,9,0,1,5.2566735113
59,5,0,1,5.0321697467
57,6,1,1,8.5393566051
55,15,0,0,6.3682409309
60,16,1,1,8.5311430527
60,10,0,1,8.257357974
54,11,1,1,5.9055441478
60,24,0,1,8.2108145106
57,12,0,1,9.9822039699
61,3,0,0,10.833675565
58,1,1,1,6.5023956194
54,4,0,1,5.9520876112
54,0,0,1,10.409308693
55,0,1,0,8.6954140999
59,9,0,0,7.2032854209
58,13,1,0,10.88843258
58,10,0,1,5.6536618754
53,11,0,0,17.456536619
57,0,0,1,17.18275154
53,0,0,0,12.654346338
58,0,0,0,14.866529774
71,4,0,1,7.8631074606
56,0,0,1,22.581793292
63,6,0,1,5.1909650924
63,2,0,1,5.8288843258
52,20,0,1,5.864476386
53,19,0,0,7.4907597536
55,17,0,0,15.44421629
53,9,0,0,8.2792607803
54,14,0,0,8.3778234086
52,8,0,1,8.0328542094
53,9,1,1,6.12183436
53,0,0,0,16.095824778
51,7,1,1,9.4099931554
48,9,0,0,12.950034223
49,3,0,0,6.4558521561
49,4,1,1,7.9397672827
52,6,0,1,9.3607118412
51,20,0,1,7.7590691307
49,8,0,1,5.1772758385
47,9,0,0,12.062970568
51,18,0,1,7.370294319
51,9,0,1,5.749486653
46,4,0,0,7.5017111567
49,10,0,1,5.9958932238
49,10,0,1,5.5550992471
49,17,0,0,15.693360712
44,0,0,0,18.822724162
50,11,0,0,15.490759754
49,13,0,1,17.002053388
46,1,0,1,16.531143053
44,12,0,1,5.5249828884
48,14,0,1,8.3915126626
47,12,0,1,6.5817932923
42,5,0,1,9.749486653
46,17,0,0,15.455167693
42,9,0,0,9.5058179329
39,0,0,1,9.4592744695
42,5,0,1,5.5140314853
42,10,0,0,5.916495551
37,6,0,1,7.8220396988
40,7,0,1,5.7659137577
84,22,0,1,6.3518138261
82,16,0,1,7.4962354552
82,11,0,1,8.1478439425
83,13,0,1,16.895277207
85,0,0,1,21.963039014
82,8,0,1,10.480492813
78,4,1,1,5.3333333333
84,0,0,1,19.296372348
77,0,0,1,14.718685832
73,10,0,0,22.477754962
71,12,0,1,21.223819302
74,0,0,0,15.277207392
74,18,0,1,7.2470910335
85,21,1,1,7.9123887748
72,14,0,0,8.9801505818
71,5,0,1,34.009582478
71,21,0,1,5.4592744695
70,17,0,1,10.318959617
65,8,0,0,10.672142368
67,7,1,0,5.954825462
63,10,0,1,17.779603012
75,15,0,1,7.2881587953
69,0,0,1,9.4154688569
68,9,0,1,8.8377823409
71,26,0,1,7.3100616016
61,7,0,1,8.7392197125
65,2,0,1,19.134839151
64,26,0,1,7.4524298426
57,6,0,0,9.18275154
61,2,0,1,17.404517454
61,11,0,0,9.4565366188
61,0,0,1,13.196440794
55,4,1,1,7.0554414784
60,0,0,1,10.98973306
53,0,0,0,15.997262149
58,5,0,0,10.201232033
56,0,0,1,27.006160164
52,7,0,0,9.4291581109
51,10,0,0,9.7330595483
50,5,1,1,5.7823408624
55,12,0,0,10.406570842
48,9,0,1,6.5160848734
49,12,0,1,12.673511294
50,17,0,1,6.4065708419
43,9,0,1,6.0752908966
45,0,0,1,8.9253935661
49,0,0,0,16.224503765
41,15,0,1,8.1560574949
46,6,0,1,6.5872689938
42,0,0,1,13.987679671
44,2,0,1,17.782340862
43,32,0,0,16.720054757
32,9,0,0,6.5845311431
43,0,0,1,13.399041752
39,7,0,0,15.485284052
44,15,0,1,6.3353867214
37,9,0,1,5.5030800821
39,9,0,1,8.9089664613
41,9,0,1,6.9924709103
39,9,0,1,6.6201232033
36,9,0,0,9.7330595483
39,8,0,1,8.6625598905
41,9,0,1,12.588637919
39,25,1,1,7.0746064339
28,7,1,1,6.9514031485
29,10,0,1,9.7577002053
29,9,1,0,8.8980150582
85,37,0,1,15.052703628
82,0,0,1,17.00752909
80,4,0,0,15.315537303
77,15,0,1,14.0862423
83,21,0,1,8.1861738535
75,11,0,0,5.8809034908
78,23,0,1,22.160164271
74,0,0,1,16.917180014
72,0,0,0,21.201916496
73,0,0,1,15.099247091
72,16,0,1,7.4223134839
67,13,0,1,5.6783025325
73,11,0,1,5.9493497604
74,0,0,1,15.414099932
62,5,0,1,7.7535934292
66,17,0,1,7.4004106776
65,11,0,1,5.7522245038
69,18,0,1,6.2067077344
61,18,0,1,7.9123887748
62,9,0,1,6.5927446954
62,15,0,0,7.7973990418
61,19,0,1,8.3887748118
59,2,0,1,6.2203969884
61,8,0,0,5.9028062971
57,4,0,1,7.9753593429
56,0,0,1,10.047912389
62,13,1,1,7.7700205339
63,0,0,1,8.9308692676
59,13,0,0,6.932238193
54,0,0,1,12.895277207
60,16,0,1,5.4620123203
60,12,0,0,6.2861054073
54,14,0,0,6.3983572895
62,15,0,1,7.3374401095
59,9,0,1,8.3997262149
57,4,0,1,14.491444216
60,12,0,0,6.2313483915
54,18,0,1,8.1204654346
51,5,1,0,8.0574948665
53,11,1,0,6.6666666667
55,13,0,1,6.1054072553
56,18,0,1,8.4736481862
55,0,1,1,12.783025325
51,10,0,1,7.8932238193
55,22,0,0,5.9520876112
53,5,1,1,6.0013689254000004
52,12,0,0,11.143052704
51,14,0,1,5.9876796715
51,19,0,1,6.0588637919
53,10,0,1,6.8254620123
51,18,1,1,5.492128679
48,13,0,1,5.4483230664
51,11,0,0,7.0691307324
49,7,0,0,8.052019165
48,0,0,1,14.926762491
51,12,1,1,9.8918548939
52,2,0,1,7.2580424367
47,16,0,0,6.3052703628
45,6,0,0,7.2607802875
44,5,0,0,5.4182067077
44,6,0,0,7.6358658453
47,12,0,1,6.8692676249
44,5,0,1,5.4236824093
85,3,0,1,6.945927447
82,0,0,1,17.084188912
76,10,0,1,7.0718685832
82,0,0,1,19.112936345
78,12,0,1,5.8863791923
74,11,0,0,6.2559890486
80,17,0,1,7.3100616016
81,8,0,1,9.7056810404
84,0,0,1,23.638603696
74,17,0,1,6.6940451745
80,10,0,1,8.4161533196
71,0,0,1,13.820670773
76,20,0,1,7.961670089
77,24,0,1,5.7385352498
79,17,0,1,8.0821355236
85,0,0,1,16.38329911
73,0,0,1,16.845995893
74,12,0,0,6.0232717317
74,0,0,1,14.918548939
77,0,0,1,19.507186858
79,4,0,1,7.2498288843
47,6,0,0,6.3983572895
80,0,0,1,20.090349076
70,0,0,0,16.386036961
69,10,0,0,7.1567419576
67,0,0,1,15.501711157
73,8,0,1,6.2176591376
72,0,0,0,18.981519507
72,0,0,1,16.41615332
70,7,0,0,8.5859000684
76,0,0,0,18.836413415
69,16,0,1,5.0841889117
70,0,0,1,10.614647502
62,0,0,0,19.507186858
68,22,0,1,7.4688569473
69,18,1,0,16.405201916
67,4,0,0,16.843258042
68,11,0,1,7.7919233402
62,4,0,0,6.045174538
62,22,0,0,6.6447638604
65,16,0,0,7.9315537303
59,9,0,1,20.030116359
62,8,0,1,6.8008213552
56,4,1,0,7.6906228611
56,14,0,1,5.8480492813
60,14,1,0,17.659137577
55,8,1,0,5.6728268309
55,20,0,1,7.40862423
58,13,0,1,26.149212868
59,16,1,1,31.917864476
59,0,0,0,16.772073922
52,12,0,0,5.7604380561
55,13,0,0,7.9808350445
54,11,0,1,7.8548939083
49,14,0,1,7.8795345654
52,13,0,1,6.0287474333
52,14,1,0,14.543463381
49,9,0,1,11.731690623
48,7,1,1,10.184804928
46,0,0,0,9.7741273101
51,0,0,1,20.725530459
52,26,1,1,13.820670773
45,0,0,1,17.073237509
50,15,0,0,7.8083504449
46,0,0,1,16.427104723
49,13,1,0,6.4366872005
49,7,0,1,15.660506502
46,0,0,0,18.617385352
47,9,0,0,6.5434633812
47,17,0,1,5.7686516085
47,11,0,1,5.3333333333
43,6,0,0,7.241615332
44,16,0,0,15.603011636
45,15,0,1,5.8699520876
38,21,0,0,5.8973305955
85,19,0,1,5.4757015743
81,10,0,1,16.884325804
81,0,0,0,15.121149897
84,0,0,1,16.48733744
84,14,1,0,5.9657768652
80,11,0,1,8.7446954141
77,0,0,1,15.61670089
79,0,0,0,15.482546201
83,0,0,1,16.533880903
85,0,0,1,22.19301848
85,11,0,1,7.4223134839
79,0,0,1,17.226557153
80,0,0,1,16.585900068
80,11,0,1,7.4606433949
72,9,0,1,5.4182067077
79,0,0,1,13.557837098
80,10,0,1,6.6173853525
81,0,1,1,16.917180014
83,0,0,1,23.79192334
76,17,0,1,6.5023956194
77,0,1,1,17.223819302
72,0,0,1,20.112251882
85,15,0,1,18.743326489
75,0,0,1,24.317590691
70,5,1,1,5.3826146475
73,0,0,1,17.916495551
71,9,0,1,7.4579055441
68,12,0,1,8.0930869268
75,0,0,1,17.232032854
72,11,0,1,7.5619438741
77,0,1,1,13.746748802
78,11,0,0,10.102669405
72,0,0,1,22.436687201
72,12,0,1,6.3819301848
72,0,0,1,17.70294319
76,0,0,1,19.509924709
62,4,1,1,6.9158110883
68,15,0,1,5.5030800821
65,9,0,1,9.067761807
77,10,0,1,8.733744011
69,10,0,0,8.0136892539
65,18,0,0,6.2806297057
66,0,1,1,14.496919918
64,0,0,0,13.100616016
62,16,0,1,5.954825462
