Age_client,Age_car,Driver2,Payment_annual,Client_seniority,Retention
42,13,0,1,6.8966461328,1
77,0,0,1,22.822724162,1
79,13,0,1,6.2149212868,1
73,3,0,1,5.5742642026,1
81,0,0,1,23.496235455,0
83,7,0,1,7.1293634497,1
77,0,0,1,21.80698152,0
79,24,0,1,5.067761807,1
78,13,0,1,5.5605749487,0
85,25,0,1,37.086926762,1
76,0,0,0,12.424366872,1
85,18,0,1,6.5434633812,1
77,0,0,1,14.546201232,1
78,0,0,1,21.155373032,1
75,7,0,1,20.65982204,1
84,8,0,1,6.4640657084,1
85,0,0,1,15.044490075,1
60,0,0,1,23.351129363,1
75,10,0,1,9.4072553046,1
78,23,0,1,6.1190965092,1
77,0,0,1,44.372347707,1
75,0,1,1,17.2183436,1
78,3,0,0,5.5550992471,0
76,0,0,1,22.458590007,1
73,5,0,1,19.72073922,1
75,17,1,1,8.3531827515,1
67,7,0,1,5.864476386,1
77,0,1,0,12.62696783,1
73,7,0,1,5.5742642026,1
73,0,0,1,35.4770705,1
75,0,0,1,17.423682409,1
72,0,0,1,18.74880219,1
62,11,0,1,7.2087611225,1
72,10,0,0,20.45174538,1
73,10,0,0,7.1786447639,1
70,6,0,0,24.936344969,0
75,0,0,1,18.652977413,1
71,8,0,1,11.660506502,0
69,6,0,1,8.0848733744,0
75,9,0,0,5.5934291581,1
85,10,0,1,6.546201232,1
76,18,0,1,7.1676933607,1
71,13,1,1,10.406570842,1
71,16,0,1,6.1984941821,0
74,0,0,1,15.838466804,1
68,12,0,1,6.46954141,1
73,12,0,1,5.158110883,1
73,11,0,1,9.4455852156,1
67,6,0,0,6.417522245,1
72,11,0,1,8.6269678303,1
66,10,0,1,5.8590006845,0
69,16,0,1,20.41889117,0
72,13,0,0,7.2470910335,0
70,24,0,1,6.5352498289,1
69,5,0,1,8.9144421629,0
74,0,0,1,18.247775496,1
75,0,0,1,14.245037645,1
73,0,0,1,9.5852156057,1
75,7,0,1,5.4236824093,1
73,23,0,1,6.288843258,1
67,6,1,0,9.8370978782,0
71,8,0,0,7.2114989733,1
67,1,0,1,9.6481861739,0
72,0,0,1,20.79945243,1
71,9,0,1,7.8357289528,1
71,0,0,1,20.736481862,1
68,0,0,1,9.7522245038,1
73,5,0,1,17.32238193,1
66,0,0,1,9.6700889802,0
69,6,0,0,6.3436002738,1
68,7,0,1,7.0444900753,1
69,11,0,1,5.9493497604,1
64,7,0,0,10.866529774,0
65,0,0,1,12.511978097,0
68,14,0,1,6.674880219,1
63,10,0,1,14.102669405,0
78,14,0,1,6.3572895277,1
63,14,0,1,7.5154004107,0
63,0,0,1,13.49486653,1
70,23,0,1,5.8124572211,0
68,0,0,1,19.556468172,1
72,14,1,1,8.1259411362,1
60,9,0,1,9.4893908282,0
62,2,0,0,5.0075290897,0
62,14,0,1,7.8740588638,1
65,11,0,1,5.1471594798,1
63,0,0,1,15.123887748,0
63,11,0,1,10.212183436,1
62,0,0,1,13.511293634,0
61,10,0,1,7.7563312799,0
62,0,1,0,16.355920602,1
62,10,0,0,7.7782340862,1
64,0,0,1,16.76659822,1
65,13,0,1,5.5386721424,1
60,0,0,0,10.455852156,0
62,0,0,1,10.455852156,0
59,5,1,0,8.3175906913,0
64,8,0,1,6.5407255305,1
59,3,1,1,6.0725530459,0
57,5,1,0,6.3709787817,0
63,16,0,1,19.085557837,1
60,8,0,1,7.6221765914,1
56,14,1,1,7.7207392197,0
58,0,0,1,8.9938398357,0
60,11,0,1,6.0287474333,1
58,4,0,0,7.4579055441,0
63,17,0,1,6.3326488706,1
57,0,0,1,15.162217659,0
61,15,0,0,7.4140999316,1
63,0,0,0,12.665297741,1
57,11,1,0,7.909650924,1
61,15,0,1,14.937713895,1
62,0,0,1,17.889117043,1
58,5,0,0,6.5023956194,1
60,12,0,0,6.7707049966,0
56,14,1,1,8.0273785079,1
56,18,1,1,5.8863791923,1
55,6,0,0,10.146475017,0
61,10,0,0,5.9767282683,1
54,2,0,0,6.083504449,0
70,0,1,0,17.77412731,1
60,10,0,1,6.4613278576,1
54,11,0,1,5.0047912389,0
57,14,0,1,5.0266940452,1
59,13,0,0,6.8966461328,1
59,15,0,1,10.502395619,1
59,23,0,1,6.841889117,1
56,9,0,1,5.5879534565,1
59,10,1,1,7.1731690623,1
58,0,1,1,22.075290897,1
53,4,0,1,6.9021218344,1
57,9,0,0,10.770704997,1
54,0,1,1,11.23613963,1
57,10,0,0,9.9466119097,1
49,6,0,1,6.3627652293,0
54,4,0,1,7.2114989733,1
50,6,0,1,6.5845311431,0
55,3,0,0,5.1389459274,1
51,6,0,0,5.2922655715,0
55,10,0,0,7.9178644764,1
51,3,0,1,6.5407255305,0
58,4,0,1,7.6084873374,1
52,8,0,1,6.2970568104,1
51,9,0,1,5.6947296372,1
51,0,1,0,17.585215606,1
57,6,0,1,17.284052019,1
55,13,0,1,8.4188911704,1
48,11,0,1,6.250513347,0
53,10,0,1,5.9438740589,1
47,2,0,1,6.5708418891000004,0
48,7,0,1,11.036276523,0
50,14,0,0,7.6824093087,1
54,7,0,0,5.5386721424,1
50,4,0,1,7.3648186174,0
53,9,0,0,8.4709103354,1
49,11,0,0,8.2683093771,1
52,0,0,1,17.943874059,1
48,15,1,1,6.3080082136,0
51,16,1,0,7.0800821355,1
49,11,0,1,6.7077344285,1
53,0,0,1,15.983572895,1
46,9,0,1,27.367556468,1
50,13,0,1,11.496235455,1
46,9,0,1,6.0424366872,0
51,14,0,0,6.6858316222,1
70,13,0,1,7.4934976044,0
66,3,1,1,6.0013689254000004,1
71,9,0,1,5.054072553,1
65,9,0,0,6.006844627,1
72,18,0,1,5.4510609172,1
66,8,0,1,8.5119780972,0
67,7,0,1,7.7453798768,1
69,6,0,1,5.1225188227,1
65,1,0,0,6.135523614,0
65,13,1,1,7.8576317591,1
63,18,0,1,7.1485284052,0
67,6,0,1,5.8836413415,1
68,0,0,1,15.731690623,0
67,10,0,0,8.3531827515,1
62,8,0,0,6.7323750856,0
62,15,0,0,5.8042436687,1
63,0,0,1,12.856947296,1
61,5,1,0,8.8898015058,0
65,8,1,1,5.7522245038,1
66,9,0,1,6.2231348392,1
60,5,0,1,10.757015743,0
60,3,0,0,5.9520876112,0
62,0,0,1,8.7446954141,1
60,0,0,1,21.431895962,0
67,9,0,0,8.1478439425,1
63,8,0,0,5.8617385352,1
59,10,1,1,5.401779603,0
62,12,0,0,10.231348392,1
64,0,0,1,10.866529774,1
60,9,0,1,6.9979466119,0
59,7,0,0,6.8720054757,0
61,12,1,1,7.4058863792,1
58,5,1,1,7.4414784394,0
58,17,0,1,5.7932922656,0
64,6,1,0,7.2142368241,1
53,9,0,1,6.5270362765,1
57,14,0,1,7.9342915811,0
60,0,0,0,20.5229295,1
58,7,0,1,16.468172485,1
64,11,0,1,5.3908281999,1
56,9,1,1,7.4250513347,0
57,0,0,1,15.644079398,0
57,8,1,1,7.2826830938,1
60,7,0,0,5.735797399,1
58,12,0,1,7.6112251882,1
56,3,0,1,5.6728268309,1
57,5,0,0,6.2915811088,1
58,0,0,1,17.763175907,1
58,7,1,1,8.0355920602,1
61,9,1,1,7.5126625599,1
60,15,0,1,5.4784394251,1
57,12,0,1,5.4182067077,1
51,10,0,1,6.4558521561,1
56,0,0,0,16.93908282,1
57,0,0,0,15.446954141,1
59,11,0,0,7.2498288843,1
54,0,0,0,9.7768651608,0
58,7,0,1,5.8590006845,0
58,13,0,0,8.1259411362,1
55,8,0,0,7.06091718,1
58,3,0,1,7.394934976,1
56,20,0,0,6.9760438056,1
59,9,0,0,6.8966461328,1
58,17,0,1,7.5783709788,1
54,7,0,1,9.2156057495,1
54,11,0,1,8.3148528405,1
52,7,0,0,6.045174538,1
54,12,0,1,5.4866529774,1
55,14,1,0,6.6091718001,1
59,1,0,1,5.6372347707,1
56,14,0,1,11.389459274,1
53,9,0,1,6.3600273785,0
49,4,1,0,7.8986995209,0
42,14,0,1,5.6563997262,0
52,16,0,1,6.0041067762,1
48,14,1,1,5.6673511294,0
51,7,0,0,6.1793292266,1
52,0,0,1,15.540041068,1
50,0,1,1,18.494182067,0
55,3,0,0,5.6728268309,1
54,9,1,1,6.5489390828,1
54,10,0,1,8.3942505133,1
54,8,1,0,6.688569473,1
48,4,0,1,5.6399726215,0
52,11,0,1,10.603696099,1
49,0,1,0,20.958247775,1
50,13,0,0,6.8364134155,1
50,10,0,0,7.8959616701,0
50,16,0,1,5.0458590007,0
49,9,0,1,7.189596167,1
48,11,0,0,5.1334702259,1
52,6,0,1,17.256673511,1
48,12,1,0,6.1327857632,1
52,16,0,0,6.3901437372,1
48,9,0,1,5.5852156057,1
45,3,0,1,6.8008213552,0
48,5,0,1,9.0841889117,1
49,15,0,1,5.5386721424,1
47,17,0,0,7.8165639973,1
51,13,0,0,7.7371663244,0
48,5,0,1,22.516084873,1
45,0,0,1,20.484599589,1
43,5,0,0,6.6064339493,1
46,14,0,1,6.1190965092,1
76,0,0,1,15.770020534,0
85,7,0,1,6.8473648186,1
75,10,0,0,13.242984257,1
71,8,0,0,7.1348391513,1
71,10,0,1,8.758384668,1
70,0,0,1,11.939767283,1
70,4,0,1,6.4093086927,1
68,10,0,0,13.629021218,0
72,22,0,1,8.4134154689,1
68,3,0,1,5.4976043806,1
73,15,0,1,5.4154688569,1
71,13,0,1,6.173853525,1
25,10,0,1,6.6392881588,1
66,6,0,1,6.7488021903,1
68,0,1,1,8.0465434634,1
68,1,0,1,37.497604381,1
68,14,0,1,12.97467488,1
69,3,0,0,20.980150582,1
68,22,0,1,20.177960301,1
67,0,0,0,15.206023272,1
63,7,0,1,9.7002053388,1
60,7,0,1,5.4154688569,0
61,8,1,1,6.3490759754,1
61,9,1,0,7.704312115,1
64,13,0,1,6.3326488706,1
67,15,1,1,7.1676933607,1
64,10,0,1,8.257357974,1
61,0,0,1,25.678302533,1
62,9,0,0,7.8548939083,1
61,12,0,1,7.3785078713,0
58,12,0,0,6.0752908966,1
55,6,0,1,7.8247775496,1
57,18,1,0,16.372347707,1
57,13,0,0,8.0301163587,1
56,26,1,1,6.6310746064,1
52,0,0,0,11.89596167,1
60,10,0,1,8.2026009582,1
52,14,1,0,5.9657768652,1
22,22,0,1,6.0396988364,1
51,13,0,1,14.896646133,1
54,13,0,1,6.4941820671,1
47,8,0,1,11.077344285,0
51,8,1,1,5.6563997262,1
52,8,0,1,7.8384668036,1
52,3,0,1,13.221081451,1
50,10,0,1,8.3422313484,1
45,7,0,1,8.3258042437,1
46,15,0,1,5.8151950719,1
46,9,0,1,7.4168377823,1
67,12,0,1,10.442162902,0
43,10,0,0,10.587268994,1
41,0,0,1,8.6269678303,1
39,5,0,0,7.7782340862,1
39,8,0,1,9.697467488,1
47,7,0,0,6.5023956194,1
40,12,0,1,5.8234086242,1
39,9,0,1,5.0458590007,1
40,10,0,1,6.5133470226,0
35,4,0,1,8.8651608487,0
35,4,0,0,7.8384668036,0
35,11,0,0,6.6009582478,1
33,6,1,0,8.0301163587,0
45,6,0,1,7.1759069131,1
35,8,0,1,6.12183436,0
37,0,0,1,13.585215606,0
37,10,0,0,7.2142368241,1
32,5,0,0,6.250513347,0
48,6,0,1,17.158110883,0
80,9,0,0,19.047227926,1
82,0,0,0,16.041067762,1
78,15,0,1,16.517453799,1
84,4,0,0,11.143052704,1
84,10,0,0,5.9274469541,1
72,8,1,0,7.1375770021,1
81,4,0,1,17.938398357,1
85,22,0,1,20.369609856,1
23,9,0,1,7.4058863792,1
77,5,0,0,10.26146475,1
77,12,0,1,7.5044490075,1
83,14,0,1,8.0246406571,1
74,8,0,1,8.4188911704,1
71,11,0,1,15.772758385,1
46,6,0,0,5.8918548939,1
45,15,0,1,6.379192334,1
47,13,0,0,7.6303901437,1
48,13,0,1,5.4866529774,1
45,15,0,0,7.3237508556,1
42,5,0,1,5.607118412,1
45,11,1,1,20.084873374,1
46,5,0,1,6.8993839836,1
44,11,1,0,18.19301848,1
42,13,0,1,6.9404517454,0
42,1,0,1,6.9158110883,1
37,5,0,0,6.9103353867,0
42,7,0,1,7.7207392197,1
42,0,1,1,14.899383984,1
42,0,0,1,23.619438741,1
44,2,0,1,15.082819986,1
39,12,0,0,7.318275154,0
44,0,1,1,17.516769336,1
39,13,0,1,6.8336755647,1
43,0,0,1,12.594113621,1
67,0,0,1,15.718001369,1
41,2,0,1,7.6495550992,1
40,7,0,1,6.71321013,0
39,2,0,0,7.7727583847,0
34,4,0,0,7.7864476386,0
40,0,0,1,10.376454483,0
43,11,0,1,7.5865845311,0
41,8,0,1,7.7700205339,1
43,5,1,1,8.0684462697,1
44,9,0,1,8.0876112252,1
82,0,0,1,17.648186174,1
34,6,0,1,7.8247775496,0
37,9,0,1,7.9589322382,1
37,9,0,0,7.5099247091,1
36,4,0,1,7.0746064339,0
36,11,0,1,7.2963723477,1
37,7,0,1,6.302532512,1
40,7,0,1,7.4688569473,1
36,10,0,0,6.6557152635,1
36,8,0,1,9.9110198494,0
33,5,0,0,7.6084873374,1
32,5,0,1,7.0308008214,1
31,16,0,1,6.0561259411,0
33,3,0,1,5.8124572211,1
39,13,0,0,5.8015058179,1
37,3,0,1,5.8288843258,1
85,24,0,1,17.308692676,1
80,8,0,1,6.1629021218,1
85,15,0,1,8.8569472964,1
77,9,0,0,6.2806297057,1
82,19,0,1,7.394934976,1
80,17,0,1,6.5133470226,1
80,16,0,1,8.1560574949,1
75,3,0,1,5.5934291581,1
69,0,0,0,12.388774812,1
78,0,0,1,15.184120465,1
85,17,0,1,5.6344969199,1
76,15,0,1,6.4914442163,1
79,19,0,1,5.5961670089,1
73,14,0,1,25.456536619,1
76,8,0,1,7.1485284052,1
79,11,0,1,6.5571526352,1
69,0,0,1,14.015058179,1
74,17,0,1,6.1492128679,1
77,0,0,1,16.911704312,1
77,14,0,1,8.2381930185,1
76,16,0,1,6.0123203285,1
80,0,0,1,9.1663244353,1
75,0,0,1,17.820670773,1
76,8,0,1,6.5845311431,1
70,16,0,0,5.7577002053,0
71,0,0,1,17.11430527,0
69,0,0,1,13.169062286,0
75,15,0,1,6.7570157426,1
75,0,0,0,14.088980151,1
75,11,0,1,18.127310062,1
74,7,0,1,5.8042436687,1
82,0,0,1,17.445585216,1
75,11,0,1,6.2915811088,1
75,10,0,1,5.7549623546,1
71,20,0,1,5.4674880219,1
72,0,0,1,9.0239561944,1
73,0,0,1,11.649555099,1
72,13,0,0,5.1033538672,0
67,2,0,1,5.3141683778,0
69,0,0,1,14.236824093,1
67,0,0,1,9.8672142368,0
74,0,0,1,12.829568789,1
71,14,0,1,5.7522245038,1
73,11,0,1,5.659137577,1
70,2,0,0,10.770704997,1
70,21,0,0,7.9808350445,1
65,17,0,1,5.6728268309,0
74,21,0,1,6.3326488706,1
75,14,0,0,7.8138261465,1
68,0,0,1,9.2813141684,1
70,0,0,1,16.238193018,1
70,11,0,1,8.052019165,1
67,13,0,1,7.4962354552,0
71,0,0,1,16.470910335,1
70,0,0,1,11.693360712,1
71,8,0,1,6.6475017112,1
70,1,0,1,5.9876796715,1
70,11,0,1,6.1190965092,1
70,8,0,0,6.9541409993,1
71,0,0,0,12.569472964,1
64,0,0,1,11.028062971,0
70,0,0,0,11.189596167,1
68,14,0,0,9.1088295688,1
70,0,0,1,11.994524298,1
68,12,0,0,6.6611909651,1
68,0,0,1,14.50513347,1
67,12,0,1,8.090349076,1
62,0,0,0,11.449691992,0
68,18,0,1,5.9356605065,1
63,22,0,1,5.8124572211,0
63,0,0,1,13.577002053,1
66,11,0,1,5.9000684463,1
63,13,0,0,7.3839835729,1
62,19,0,1,7.4770704997,1
66,0,0,1,11.277207392,1
62,17,1,1,5.9986310746,1
65,14,0,1,11.531827515,1
63,14,0,1,5.9685147159,1
61,0,0,1,9.7467488022,1
63,0,0,1,19.301848049,1
62,13,0,1,7.1074606434,1
63,0,0,1,13.048596851,1
35,10,0,1,5.9986310746,1
63,14,0,0,7.7371663244,1
64,15,0,1,13.49486653,1
63,0,0,0,11.069130732,1
61,13,0,1,6.6173853525,0
64,0,0,1,14.546201232,1
60,6,0,1,7.6030116359,1
58,9,1,0,6.5927446954,1
57,12,0,1,5.6947296372,0
56,16,0,1,6.1108829569,1
60,5,0,0,5.6755646817,1
57,0,0,0,9.273100616,1
57,10,0,1,5.5003422313,0
59,0,0,1,9.6563997262,1
23,10,0,1,6.6995208761,0
57,14,0,1,5.5961670089,1
62,14,0,0,8.0355920602,1
54,8,1,0,8.9965776865,0
61,6,0,1,5.8343600274,1
60,9,0,1,6.9924709103,1
62,15,1,0,8.1697467488,1
61,20,0,1,6.6529774127,1
59,6,0,1,5.363449692,1
60,9,0,1,5.8151950719,1
60,15,0,1,5.7932922656,1
25,10,0,0,6.598220397,1
59,11,0,1,6.0232717317,1
51,6,0,0,10.242299795,0
58,2,0,0,5.9685147159,1
58,9,0,1,6.6995208761,1
57,14,0,0,7.2470910335,1
56,0,0,1,10.902121834,1
58,8,0,1,7.1649555099,1
58,26,0,1,5.7029431896,1
51,7,0,1,10.639288159,0
55,10,0,1,5.0814510609,1
59,10,0,1,5.9958932238,1
58,1,0,0,21.648186174,1
52,8,0,1,6.1492128679,1
57,23,0,1,5.9657768652,1
54,13,0,0,5.1143052704,0
55,0,0,0,15.154004107,1
53,10,0,1,8.733744011,1
56,12,1,1,5.4209445585,1
54,6,0,0,19.181382615,1
54,10,0,0,10.655715264,1
56,9,0,0,5.2977412731,1
53,0,1,1,22.844626968,1
57,0,0,1,12.498288843,1
56,0,0,0,13.440109514,0
55,20,0,1,5.6728268309,1
54,14,0,1,6.0424366872,1
55,15,0,1,10.984257358,1
55,5,1,1,5.2265571526,1
55,14,0,1,13.700205339,1
54,15,0,1,6.4531143053,1
56,8,0,1,6.4229979466,1
47,3,0,1,6.984257358,0
54,14,0,1,5.4072553046,1
52,12,0,1,6.6173853525,1
48,9,0,1,11.748117728,1
23,20,0,1,6.0588637919,1
50,0,0,0,16.585900068,1
45,4,0,1,7.7015742642,0
49,0,0,0,15.619438741,1
49,10,0,0,8.1697467488,0
45,5,0,1,5.5660506502,0
51,18,0,1,5.4784394251,1
47,11,0,0,19.665982204,1
49,9,0,1,7.4168377823,1
48,9,0,0,15.449691992,1
43,7,1,0,8.1587953457,1
46,14,0,0,13.456536619,1
41,7,0,1,7.575633128,0
46,0,0,1,14.316221766,1
41,9,0,1,5.1279945243,0
44,11,0,1,7.1540041068,1
44,9,0,0,5.8617385352,1
45,13,0,0,5.3524982888,1
40,8,0,1,7.1321013005,1
39,0,0,1,14.663928816,1
43,6,0,0,6.5817932923,1
40,11,0,0,9.2238193018,1
42,10,0,0,6.2806297057,1
38,10,0,1,22.513347023,1
38,12,0,1,8.205338809,0
42,24,0,1,5.568788501,0
40,15,0,1,7.8357289528,1
41,15,0,0,13.259411362,1
67,13,0,0,5.916495551,1
40,12,0,0,11.942505133,1
36,15,0,1,11.039014374,1
35,6,0,1,7.2114989733,1
68,0,0,1,15.041752225,0
34,6,0,0,6.1957563313,1
33,13,0,0,10.431211499,0
34,3,0,0,5.9082819986,0
36,14,0,1,6.9596167009,1
32,6,0,1,8.7392197125,1
30,17,0,1,7.9589322382,0
31,3,0,1,6.5106091718,1
32,9,0,1,5.0622861054,0
28,10,0,1,6.2422997947,0
64,0,0,1,21.215605749,1
80,0,0,1,16.963723477,1
85,8,0,1,7.5126625599,1
81,15,0,1,13.470225873,1
84,13,0,1,10.907597536,1
85,0,0,1,15.797399042,0
75,0,0,1,15.953456537,1
84,0,0,1,22.499657769,1
80,5,0,1,6.0013689254000004,1
79,0,0,1,14.614647502,1
75,11,0,1,5.8151950719,0
82,0,0,1,17.127994524000002,1
82,6,0,1,6.9267624914,1
82,16,0,1,7.2087611225,1
81,12,0,1,6.3299110198,1
78,0,0,1,18.976043806,0
75,0,0,1,17.579739904,0
75,0,0,0,12.818617385,0
83,18,0,1,21.174537988,1
73,9,0,1,9.0321697467,0
82,8,0,0,17.388090349,1
85,9,0,1,7.4934976044,1
80,0,0,1,14.85284052,0
85,0,0,0,17.467488022,0
85,0,1,0,18.99247091,0
78,9,0,0,7.2060232717,1
73,7,0,1,7.099247091,0
77,0,0,1,15.953456537,0
78,11,0,1,11.134839151,1
79,13,0,0,8.3148528405,1
76,9,0,1,16.709103354,1
77,12,0,1,8.3586584531,1
79,12,0,0,6.0232717317,1
75,0,0,1,18.92128679,1
76,0,0,1,22.381930185,1
77,8,0,1,6.4038329911,1
77,11,0,1,9.8343600274,1
76,0,0,1,12.1724846,1
77,13,0,0,13.136208077,0
72,9,0,0,16.164271047,1
73,11,0,1,5.7330595483,1
74,0,0,1,11.258042437,1
69,2,0,1,5.4455852156,1
72,10,0,1,20.506502396,1
70,0,0,0,10.959616701,1
71,11,0,1,11.734428474,1
72,0,0,1,15.89596167,1
68,0,0,1,18.568104038,1
74,7,0,1,5.5961670089,1
74,12,0,0,7.2525667351,1
81,12,0,1,16.947296372,1
74,0,1,1,16.648870637,1
69,0,0,1,16.544832307,1
71,13,0,1,5.3415468857,1
72,9,0,1,6.8199863107,0
68,16,0,1,7.4661190965,1
68,15,0,1,6.9158110883,1
70,7,0,0,5.9986310746,1
70,13,1,1,6.1683778234,1
73,0,0,1,5.9603011636,1
74,11,0,0,5.5359342916,1
66,7,0,1,10.636550308,1
68,9,0,1,7.1731690623,1
68,0,0,1,12.254620123,1
68,21,0,1,5.4291581108999996,1
66,16,1,0,8.1232032854,1
65,6,0,0,6.4476386037,1
67,0,0,1,19.490759754,1
66,0,0,1,15.449691992,1
63,10,0,0,7.3921971253,1
67,2,0,1,6.2861054073,1
66,17,0,0,7.8685831622,1
65,11,0,1,10.173853525,1
68,11,0,0,6.4832306639,0
61,12,0,1,8.0739219713,1
62,6,0,1,6.0971937029,1
58,0,0,0,14.735112936,0
60,11,0,0,5.6372347707,1
65,13,0,1,16.815879535,1
60,4,0,1,10.524298426,1
64,3,0,1,5.4318959617,1
62,0,0,0,16.517453799,1
62,9,0,1,6.4147843943,1
58,9,0,1,7.1978097194,1
57,6,1,1,8.2765229295,0
59,10,0,1,8.2108145106,1
59,7,0,0,8.7748117728,1
61,14,0,0,7.4715947981,1
56,4,0,1,7.7590691307,0
56,0,0,1,12.977412731,0
58,0,1,0,17.555099247,1
61,4,0,1,17.021218344,1
58,19,0,1,5.1663244353,1
57,5,0,1,5.3716632444,1
58,9,0,0,9.9904175222,1
56,10,0,1,7.2607802875,0
60,7,1,1,10.688569473,1
54,11,0,0,11.041752225,1
58,11,0,1,6.2559890486,1
54,0,0,1,13.015742642,0
66,4,0,0,5.2676249144,1
55,0,0,1,16.306639288,1
54,7,1,0,8.1533196441,0
57,17,0,1,6.4640657084,1
57,0,0,0,17.275838467,1
58,0,0,0,17.467488022,1
56,10,1,1,7.4031485284,1
51,9,0,1,5.3333333333,1
63,13,0,1,7.9507186858,1
57,12,1,0,11.134839151,1
57,19,0,1,6.2149212868,1
54,11,0,0,11.307323751,1
53,0,0,1,9.8754277892,0
56,22,0,0,8.2354551677,1
56,10,0,0,8.8350444901,1
55,9,0,0,5.7905544148,1
51,11,0,0,5.5742642026,0
56,11,0,1,18.800821355,1
50,4,1,1,6.6091718001,1
55,7,0,1,7.5783709788,1
55,0,0,1,16.947296372,1
53,10,1,1,7.227926078,1
54,13,0,0,7.6741957563,1
54,0,0,0,16.960985626,1
50,7,0,0,10.461327858,1
50,10,0,1,10.269678303,0
52,6,1,0,5.4099931554,0
50,0,0,0,20.621492129,1
53,15,0,0,18.663928816,1
52,7,0,0,10.439425051,1
55,0,0,0,11.266255989,1
53,8,0,1,8.0848733744,1
50,12,0,0,7.3018480493,1
48,12,1,0,7.8165639973,0
46,2,0,0,6.5845311431,0
47,0,0,0,23.271731691,1
51,13,0,1,5.9603011636,1
53,0,0,1,17.032169747,0
51,14,1,0,11.674195756,1
51,11,0,0,16.613278576,0
50,0,0,1,12.936344969,1
52,11,0,0,7.4496919918,1
49,10,0,0,7.6851471595,1
47,6,0,0,10.447638604,0
47,18,0,1,7.9288158795,0
48,7,0,0,6.8528405202,1
47,7,0,0,6.1957563313,1
45,32,0,1,8.5037645448,1
45,16,0,1,7.9425051335,0
47,10,0,0,10.026009582,1
43,21,0,1,6.4339493498,0
46,14,0,1,7.871321013,1
45,12,0,1,8.501026694,1
47,0,0,1,18.266940452,1
48,7,1,1,7.1293634497,1
46,13,0,0,6.6584531143,1
47,17,0,1,6.1273100616,1
47,11,0,0,16.197125257,1
44,7,0,0,5.568788501,0
48,7,0,1,7.5290896646,1
47,6,0,0,8.0219028063,1
47,0,0,0,10.64476386,1
46,8,0,1,7.0143737166,1
45,22,0,1,13.798767967,1
44,12,0,1,10.929500342,1
44,7,0,1,6.0177960301,1
43,9,0,1,7.1704312115,1
42,17,0,1,15.047227926,0
40,4,0,0,6.264202601,1
42,19,0,0,16.462696783,1
47,12,0,0,7.4633812457,1
44,0,0,1,17.11430527,1
42,0,0,0,10.124572211,1
46,14,0,1,7.1759069131,1
47,7,0,0,15.184120465,1
47,8,0,1,7.7864476386,1
43,8,0,1,7.227926078,1
40,8,0,0,7.7097878166,1
37,6,0,0,6.264202601,0
43,0,0,0,14.239561944,1
44,2,0,0,8.0355920602,1
42,0,0,0,11.808350445,1
38,12,0,0,6.3299110198,1
35,7,0,0,10.173853525,0
42,13,0,0,11.838466804,0
39,15,0,0,7.5947980835,1
26,6,0,1,5.6810403833,0
37,5,0,1,7.8165639973,1
39,0,0,1,16.563997262,1
41,16,0,0,6.4941820671,1
38,9,0,0,6.4750171116,1
35,9,0,1,9.1088295688,0
39,9,0,0,7.2032854209,1
44,15,0,1,5.5906913073,1
35,23,0,1,7.5044490075,0
33,3,0,0,6.6146475017,0
37,12,0,1,20.049281314,1
28,2,0,0,5.7932922656,0
38,15,0,1,5.6399726215,0
32,8,0,1,5.4784394251,0
37,6,0,1,5.5660506502,1
31,9,0,1,5.7056810404,1
34,18,0,0,6.4777549624,1
32,7,0,0,6.6721423682,1
77,0,0,1,17.612594114,1
82,9,0,1,7.6550308008,0
75,0,0,1,16.596851472,0
84,16,1,1,7.8631074606,1
81,1,0,1,11.745379877,1
80,0,0,1,17.292265572,1
56,21,0,1,6.2286105407,1
80,0,0,0,16.235455168,1
78,0,0,1,20.509240246,1
82,0,0,0,13.667351129,1
76,14,0,1,37.571526352,1
78,0,0,1,21.418206708,1
82,9,0,1,5.4893908282,1
84,7,0,1,16.958247775,0
81,18,0,1,6.4585900068,0
81,7,0,1,9.0239561944,1
77,0,0,0,19.882272416,1
85,0,0,1,17.503080082,1
84,0,0,0,16.90349076,1
83,11,0,1,7.8548939083,1
83,9,0,1,8.2847364819,1
81,7,0,1,19.3045859,0
79,15,0,1,8.2491444216,1
79,0,0,1,22.984257358,1
73,5,1,1,6.8008213552,1
84,16,0,1,5.2402464066,1
85,20,0,1,5.659137577,1
82,16,0,1,5.067761807,1
76,0,0,1,9.2648870637,1
85,0,0,1,16.791238877,1
73,17,0,1,7.5865845311,0
84,14,0,1,6.045174538,1
76,0,0,0,20.829568789,1
69,0,0,1,22.814510609,1
74,0,0,1,14.891170431,0
84,13,0,0,12.646132786,1
80,15,0,0,5.4264202601,1
85,0,0,1,14.746064339,1
77,22,0,0,16.1724846,1
78,0,1,1,16.55578371,1
75,0,0,0,14.507871321,0
85,17,0,1,15.945242984,1
76,22,0,1,5.3333333333,1
58,16,0,1,18.236824093,1
82,21,1,1,14.841889117,0
71,6,0,1,9.7768651608,0
73,18,0,1,8.1478439425,0
76,9,0,1,19.630390144,1
74,8,0,1,12.131416838,0
72,0,0,1,11.285420945,1
71,0,0,1,12.878850103,0
78,6,1,0,5.1991786448,1
71,0,0,1,18.891170431,0
75,24,0,1,7.9753593429,1
74,6,0,1,8.0109514031,1
